Date,Nitrate concentration,Plate,Mode,Ecotype,Seed number for the specific concentration,Annotation,Annotator,Seed number on the plate ,"Image number
on the plate ",Stitched,reason for unusability of images ,Comment,Split_1,Split_2,Split_3
20241024,N4,6,L,Mt-0,x,no,,000006,000006,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20241024,N4,6,L,Bur-0,_005,no,,000007,000007,no_need,,,testing,testing,training
20241024,N4,6,L,Bur-0,x,no,,000008,000008,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20241024,N4,6,L,Bur-0,x,no,,000009,000009,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20241024,N4,6,L,Bur-0,_006,no,,000010,000010,no_need,,,testing,testing,training
20241024,N4,6,L,Bur-0,_007,no,,000011,000011,no_need,,,testing,testing,training
20241024,N4,6,L,Bur-0,_008,no,,000012,000012,no_need,,,testing,testing,training
20241024,N4,6,L,Fei-0,_007,no,,000013,000013,no_need,,,testing,testing,training
20241024,N4,6,L,Fei-0,_008,no,,000014,000014,no_need,,,testing,testing,training
20241024,N4,6,L,Fei-0,_009,no,,000015,000015,no_need,,,testing,testing,training
20241024,N4,6,L,Fei-0,_010,no,,000016,000016,no_need,,,testing,testing,training
20241024,N4,11,L,Bur-0,_009,no,,000001,000001,no_need,,,testing,testing,training
20241024,N4,11,L,Bur-0,_010,no,,000002,000002,no_need,,,testing,testing,training
20241024,N4,11,L,Mt-0,_009,no,,000013,000013,no_need,,,testing,testing,training
20241024,N4,11,L,Mt-0,x,no,,000014,000014,no_need,1. no germination of seedling,,ignore,ignore,ignore
20241024,N4,11,L,Mt-0,_010,no,,000015,000015,no_need,,,testing,testing,training
20241030,N4,1,L,Sav-0,x,no,Ammara Akhtar,000001,000001,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20241030,N4,1,L,Sav-0,x,no,Ammara Akhtar,000002,000002,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20241030,N4,1,L,Sav-0,_001,no,Ammara Akhtar,000003,000003,no_need,,,testing,testing,testing
20241030,N4,1,L,Sav-0,_002,no,Ammara Akhtar,000004,000004,no_need,,,testing,testing,testing
20241030,N4,1,L,Sav-0,x,no,Ammara Akhtar,000005,000005,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20241030,N4,1,L,Sav-0,_003,no,Ammara Akhtar,000006,000006,no_need,,,testing,testing,testing
20241030,N4,1,L,Pla-0,x,no,Ammara Akhtar,000007,000007,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20241030,N4,1,L,Pla-0,_001,no,Ammara Akhtar,000008,000008,no_need,,,testing,testing,testing
20241030,N4,1,L,Pla-0,_002,no,Ammara Akhtar,000009,000009,no_need,,,testing,testing,testing
20241030,N4,1,L,Pla-0,_003,no,Ammara Akhtar,000010,000010,no_need,,,testing,testing,testing
20241030,N4,1,L,Pla-0,_004,no,Ammara Akhtar,000011,000011,no_need,,,testing,testing,training
20241030,N4,1,L,Pla-0,_005,no,Ammara Akhtar,000012,000012,no_need,,,testing,testing,training
20241030,N4,6,L,Pla-0,_006,yes,Marjan Karami,000001,000001,no_need,,,testing,testing,training
20241030,N4,6,L,Pla-0,x,yes,Marjan Karami,000002,000002,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20241030,N4,6,L,Pla-0,_007,yes,Marjan Karami,000003,000003,no_need,,,testing,testing,training
20241030,N4,6,L,Pla-0,_008,yes ,Ammara Akhtar,000004,000004,no_need,,,testing,testing,training
20241030,N4,6,L,Pla-0,x,yes ,Ammara Akhtar,000005,000005,no_need,3. root grew into the agar,,ignore,ignore,ignore
20241030,N4,6,L,Pla-0,_009,yes ,Ammara Akhtar,000006,000006,no_need,,,testing,testing,training
20241030,N4,6,L,Sav-0,_004,yes ,Ammara Akhtar,000007,000007,no_need,,,testing,testing,training
20241030,N4,6,L,Sav-0,_005,yes ,Ammara Akhtar,000008,000008,no_need,,,testing,testing,training
20241030,N4,6,L,Sav-0,x,yes ,Ammara Akhtar,000009,000009,no_need,4. dried out root/ root grew in the air,,ignore,ignore,ignore
20241030,N4,6,L,Sav-0,_006,yes ,Ammara Akhtar,000010,000010,no_need,,,testing,testing,training
20241030,N4,6,L,Sav-0,_007,yes ,Ammara Akhtar,000011,000011,no_need,,,testing,testing,training
20241030,N4,6,L,Sav-0,x,yes ,Ammara Akhtar,000012,000012,no_need,3. root grew into the agar,,ignore,ignore,ignore
20241030,N4,11,L,Pla-0,_010,yes ,Ammara Akhtar,000007,000007,no_need,,,testing,testing,training
20241030,N4,11,L,Sav-0,_008,yes ,Ammara Akhtar,000013,000013,no_need,,,testing,testing,training
20241030,N4,11,L,Sav-0,_009,yes ,Ammara Akhtar,000014,000014,no_need,,,testing,testing,training
20241030,N4,11,L,Sav-0,_010,yes ,Ammara Akhtar,000015,000015,no_need,,,testing,testing,training
20241031,N4,1,L,Ts-1,_001,yes ,Ammara Akhtar,000001,000001,no_need,,,testing,testing,testing
20241031,N4,1,L,Ts-1,_002,yes ,Ammara Akhtar,000002,000002,no_need,,,testing,testing,testing
20241031,N4,1,L,Ts-1,_003,yes ,Ammara Akhtar,000003,000003,no_need,,,testing,testing,testing
20241031,N4,1,L,Ts-1,_004,yes ,Ammara Akhtar,000004,000004,no_need,,,testing,testing,training
20241031,N4,1,L,Ts-1,x,yes ,Ammara Akhtar,000005,000005,no_need,3. root grew into the agar,,ignore,ignore,ignore
20241031,N4,1,L,Ts-1,_005,yes ,Ammara Akhtar,000006,000006,no_need,,,testing,testing,training
20241031,N4,6,L,Ts-1,_006,yes ,Ammara Akhtar,000013,000013,no_need,,,testing,testing,training
20241031,N4,6,L,Ts-1,_007,yes ,Ammara Akhtar,000014,000014,no_need,,,testing,testing,training
20241031,N4,6,L,Ts-1,_008,yes ,Ammara Akhtar,000015,000015,no_need,,,testing,testing,training
20241031,N4,6,L,Ts-1,x,yes ,Ammara Akhtar,000016,000016,no_need,3. root grew into the agar,,ignore,ignore,ignore
20241031,N4,6,L,Ts-1,_009,yes ,Ammara Akhtar,000017,000017,no_need,,,testing,testing,training
20241031,N4,6,L,Ts-1,_010,yes ,Ammara Akhtar,000018,000018,no_need,,,testing,testing,training
20250115,N4,1,L,Lip-0,_001,yes ,Marjan Karami,000001,000001,no_need,,,testing,testing,testing
20250115,N4,1,L,Lip-0,_002,yes,Marjan Karami,000002,000002,no_need,,,testing,testing,testing
20250115,N4,1,L,Lip-0,_003,yes,Marjan Karami,000003,000003,no_need,,,testing,testing,testing
20250115,N4,1,L,Lip-0,x,yes,Marjan Karami,000004,000004,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250115,N4,1,L,Lip-0,_004,yes,Marjan Karami,000005,000005,no_need,,,testing,testing,training
20250115,N4,1,L,Lip-0,_005,yes,Marjan Karami,000006,000006,no_need,,,testing,testing,training
20250115,N4,6,L,Lip-0,_006,yes,Marjan Karami,000007,000007,no_need,,,testing,testing,training
20250115,N4,6,L,Lip-0,_007,yes,Marjan Karami,000008,000008,no_need,,,testing,testing,training
20250115,N4,6,L,Lip-0,_008,yes,Marjan Karami,000009,000009,no_need,,,testing,testing,training
20250115,N4,6,L,Lip-0,x,yes,Marjan Karami,000010,000010,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20250115,N4,6,L,Lip-0,_009,yes,Marjan Karami,000011,000011,no_need,,,testing,testing,training
20250115,N4,6,L,Lip-0,_010,yes,Marjan Karami,000012,000012,no_need,,,testing,testing,training
20250129,N4,1,L,Ting-1,x,yes,Ammara Akhtar,000001,000001,no_need,2. underdeveloped/germling too small,,ignore,ignore,ignore
20250129,N4,1,L,Ting-1,_001,yes,Ammara Akhtar,000002,000002,no_need,,,testing,testing,testing
20250129,N4,1,L,Ting-1,_002,yes ,Ammara Akhtar,000003,000003,no_need,,,testing,testing,testing
20250129,N4,1,L,Ting-1,_003,yes,Ammara Akhtar,000004,000004,no_need,,,testing,testing,testing
20250129,N4,1,L,Ting-1,x,yes,Ammara Akhtar,000005,000005,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250129,N4,1,L,Ting-1,_004,yes,Ammara Akhtar,000006,000006,no_need,,,testing,testing,training
20250129,N4,1,L,Ge-0,x,yes,Ammara Akhtar,000007,000007,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250129,N4,1,L,Ge-0,_001,yes,Ammara Akhtar,000008,000008,no_need,,,testing,testing,testing
20250129,N4,1,L,Ge-0,_002,yes,Ammara Akhtar,000009,000009,no_need,,,testing,testing,testing
20250129,N4,1,L,Ge-0,x,yes,Ammara Akhtar,000010,000010,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250129,N4,1,L,Ge-0,x,yes,Ammara Akhtar,000011,000011,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250129,N4,1,L,Ge-0,_003,yes,Ammara Akhtar,000012,000012,no_need,,,testing,testing,testing
20250129,N4,6,L,Ge-0,x,yes,Ammara Akhtar,000007,000007,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20250129,N4,6,L,Ge-0,x,yes,Ammara Akhtar,000008,000008,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250129,N4,6,L,Ge-0,_004,yes,Ammara Akhtar,000009,000009,no_need,,,testing,testing,training
20250129,N4,6,L,Ge-0,_005,yes,Ammara Akhtar,000010,000010,no_need,,,testing,testing,training
20250129,N4,6,L,Ge-0,x,yes,Ammara Akhtar,000011,000011,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250129,N4,6,L,Ge-0,_006,yes,Ammara Akhtar,000012,000012,no_need,,,testing,testing,training
20250129,N4,6,L,Ting-1,x,yes,Ammara Akhtar,000013,000013,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250129,N4,6,L,Ting-1,x,yes,Ammara Akhtar,000014,000014,no_need,2. underdeveloped/germling too small,,ignore,ignore,ignore
20250129,N4,6,L,Ting-1,x,yes,Ammara Akhtar,000015,000015,no_need,2. underdeveloped/germling too small,,ignore,ignore,ignore
20250129,N4,6,L,Ting-1,_005,yes,Ammara Akhtar,000016,000016,no_need,,,testing,testing,training
20250129,N4,6,L,Ting-1,_006,yes,Ammara Akhtar,000017,000017,no_need,,,testing,testing,training
20250129,N4,6,L,Ting-1,_007,yes,Ammara Akhtar,000018,000018,no_need,,,testing,testing,training
20250129,N4,11,L,Ting-1,x,yes,Marjan Karami,000007,000007,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250129,N4,11,L,Ting-1,_008,yes,Marjan Karami,000008,000008,no_need,,,testing,testing,training
20250129,N4,11,L,Ting-1,_009,yes,Marjan Karami,000009,000009,no_need,,,testing,testing,training
20250129,N4,11,L,Ting-1,_010,yes,Marjan Karami,000010,000010,no_need,,,testing,testing,training
20250129,N4,11,L,Ge-0,_007,yes,Marjan Karami,000013,000013,no_need,,,testing,testing,training
20250129,N4,11,L,Ge-0,_008,yes,Marjan Karami,000014,000014,no_need,,,testing,testing,training
20250129,N4,11,L,Ge-0,_009,yes,Marjan Karami,000015,000015,no_need,,,testing,testing,training
20250129,N4,11,L,Ge-0,x,yes,Marjan Karami,000016,000016,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20250129,N4,11,L,Ge-0,_010,yes,Marjan Karami,000017,000017,no_need,,,testing,testing,training
20250409,N4,1,L,id2-3,_001,yes,Mellanie Martin,000001,000001,no_need,,,testing,testing,testing
20250409,N4,1,L,id2-3,_002,yes,Mellanie Martin,000002,000002,no_need,,,testing,testing,testing
20250409,N4,1,L,id2-3,_003,yes,Mellanie Martin,000003,000003,no_need,,,testing,testing,testing
20250409,N4,1,L,id2-3,_004,yes,Mellanie Martin,000004,000004,no_need,,,testing,testing,training
20250409,N4,1,L,id2-3,_005,yes,Mellanie Martin,000005,000005,no_need,,,testing,testing,training
20250409,N4,1,L,id2-3,x,yes,Mellanie Martin,000006,000006,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N4,1,L,pme38-1,_001,yes,Ammara Akhtar,000007,000007,no_need,,,testing,testing,testing
20250409,N4,1,L,pme38-1,_002,yes,Ammara Akhtar,000008,000008,no_need,,,testing,testing,testing
20250409,N4,1,L,pme38-1,_003,yes,Ammara Akhtar,000009,000009,no_need,,,testing,testing,testing
20250409,N4,1,L,pme38-1,_004,yes,Marjan Karami,000010,000010,no_need,,,testing,testing,training
20250409,N4,1,L,pme38-1,_005,yes,Ammara Akhtar,000011,000011,no_need,,,testing,testing,training
20250409,N4,1,L,pme38-1,_006,yes,Ammara Akhtar,000012,000012,no_need,,,testing,testing,training
20250409,N4,1,L,Col-0*,_001,yes,Mellanie Martin,000013,000013,no_need,,,testing,testing,testing
20250409,N4,1,L,Col-0*,_002,yes,Mellanie Martin,000014,000014,no_need,,,testing,testing,testing
20250409,N4,1,L,Col-0*,_003,yes,Mellanie Martin,000015,000015,no_need,,,testing,testing,testing
20250409,N4,1,L,Col-0*,_004,yes,Mellanie Martin,000016,000016,no_need,,,testing,testing,training
20250409,N4,1,L,Col-0*,x,yes,Mellanie Martin,000017,000017,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N4,1,L,Col-0*,x,yes,Mellanie Martin,000018,000018,no_need,2. underdeveloped/germling too small,,ignore,ignore,ignore
20250409,N16,2,L,id2-3,_001,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N16,2,L,id2-3,_002,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N16,2,L,id2-3,_003,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N16,2,L,id2-3,_004,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N16,2,L,id2-3,x,yes,Mellanie Martin,000005,000005,no_need,2. underdeveloped/germling too small,,ignore,ignore,ignore
20250409,N16,2,L,id2-3,_005,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N16,2,L,Col-0*,_001,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N16,2,L,Col-0*,_002,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N16,2,L,Col-0*,_003,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N16,2,L,Col-0*,_004,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N16,2,L,Col-0*,_005,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N16,2,L,Col-0*,_006,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N32,3,L,id2-3,_001,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N32,3,L,id2-3,_002,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N32,3,L,id2-3,_003,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N32,3,L,id2-3,_004,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N32,3,L,id2-3,_005,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N32,3,L,id2-3,_006,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N32,3,L,Col-0*,_001,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N32,3,L,Col-0*,_002,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N32,3,L,Col-0*,_003,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N32,3,L,Col-0*,_004,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N32,3,L,Col-0*,_005,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N32,3,L,Col-0*,_006,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N64,4,L,id2-3,_001,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N64,4,L,id2-3,_002,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N64,4,L,id2-3,_003,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N64,4,L,id2-3,_004,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N64,4,L,id2-3,_005,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N64,4,L,id2-3,_006,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N64,4,L,Col-0*,_001,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N64,4,L,Col-0*,_002,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N64,4,L,Col-0*,_003,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N64,4,L,Col-0*,_004,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N64,4,L,Col-0*,_005,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N64,4,L,Col-0*,_006,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N128,5,L,id2-3,_001,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N128,5,L,id2-3,_002,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N128,5,L,id2-3,x,yes,Mellanie Martin,000003,000003,no_need,4. dried out root/ root grew in the air,,ignore,ignore,ignore
20250409,N128,5,L,id2-3,_003,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N128,5,L,id2-3,x,yes,Mellanie Martin,000005,000005,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N128,5,L,id2-3,_004,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N128,5,L,Col-0*,_001,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N128,5,L,Col-0*,_002,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N128,5,L,Col-0*,_003,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N128,5,L,Col-0*,_004,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N128,5,L,Col-0*,x,yes,Mellanie Martin,000017,000017,no_need,4. dried out root/ root grew in the air,,ignore,ignore,ignore
20250409,N128,5,L,Col-0*,x,yes,Mellanie Martin,000018,000018,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N4,6,L,pme38-1,_007,yes,Ammara Akhtar,000001,000001,no_need,,,testing,testing,training
20250409,N4,6,L,pme38-1,_008,yes,Ammara Akhtar,000002,000002,no_need,,,testing,testing,training
20250409,N4,6,L,pme38-1,_009,yes,Ammara Akhtar,000003,000003,no_need,,,testing,testing,training
20250409,N4,6,L,pme38-1,_010,yes,Marjan Karami,000004,000004,no_need,,,testing,testing,training
20250409,N4,6,L,Col-0*,_005,yes,Mellanie Martin,000007,000007,no_need,,,testing,testing,training
20250409,N4,6,L,Col-0*,_006,yes,Mellanie Martin,000008,000008,no_need,,,testing,testing,training
20250409,N4,6,L,Col-0*,_007,yes,Mellanie Martin,000009,000009,no_need,,,testing,testing,training
20250409,N4,6,L,Col-0*,_008,yes,Mellanie Martin,000010,000010,no_need,,,testing,testing,training
20250409,N4,6,L,Col-0*,_009,yes,Mellanie Martin,000011,000011,no_need,,,testing,testing,training
20250409,N4,6,L,Col-0*,x,yes,Mellanie Martin,000012,000012,no_need,4. dried out root/ root grew in the air,,ignore,ignore,ignore
20250409,N4,6,L,id2-3,x,yes,Mellanie Martin,000013,000013,no_need,5. tangled root hairs/overlap with other root or root hairs,,ignore,ignore,ignore
20250409,N4,6,L,id2-3,_006,yes,Mellanie Martin,000014,000014,no_need,,,testing,testing,training
20250409,N4,6,L,id2-3,_007,yes,Mellanie Martin,000015,000015,no_need,,,testing,testing,training
20250409,N4,6,L,id2-3,_008,yes,Mellanie Martin,000016,000016,no_need,,,testing,testing,training
20250409,N4,6,L,id2-3,_009,yes,Mellanie Martin,000017,000017,no_need,,,testing,testing,training
20250409,N4,6,L,id2-3,_010,yes,Mellanie Martin,000018,000018,no_need,,,testing,testing,training
20250409,N16,7,L,Col-0*,_007,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N16,7,L,Col-0*,_008,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N16,7,L,Col-0*,_009,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N16,7,L,Col-0*,_010,yes,Mellanie Martin,000010,000010,no_need,,,training,training,training
20250409,N16,7,L,Col-0*,_011,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N16,7,L,Col-0*,_012,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N16,7,L,id2-3,_006,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N16,7,L,id2-3,_007,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N16,7,L,id2-3,_008,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N16,7,L,id2-3,_009,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N16,7,L,id2-3,_010,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N16,7,L,id2-3,_011,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N32,8,L,Col-0*,_007,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N32,8,L,Col-0*,_008,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N32,8,L,Col-0*,_009,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N32,8,L,Col-0*,x,yes,Mellanie Martin,000010,000010,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N32,8,L,Col-0*,_010,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N32,8,L,Col-0*,_011,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N32,8,L,id2-3,_007,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N32,8,L,id2-3,_008,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N32,8,L,id2-3,_009,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N32,8,L,id2-3,x,yes,Mellanie Martin,000016,000016,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N32,8,L,id2-3,_010,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N32,8,L,id2-3,_011,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N64,9,L,Col-0*,_007,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N64,9,L,Col-0*,_008,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N64,9,L,Col-0*,_009,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N64,9,L,Col-0*,x,yes,Mellanie Martin,000010,000010,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N64,9,L,Col-0*,_010,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N64,9,L,Col-0*,_011,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N64,9,L,id2-3,_007,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N64,9,L,id2-3,x,yes,Mellanie Martin,000014,000014,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N64,9,L,id2-3,x,yes,Mellanie Martin,000015,000015,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250409,N64,9,L,id2-3,_008,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N64,9,L,id2-3,_009,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N64,9,L,id2-3,_010,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N128,10,L,Col-0*,_005,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N128,10,L,Col-0*,x,yes,Mellanie Martin,000008,000008,no_need,4. dried out root/ root grew in the air,,ignore,ignore,ignore
20250409,N128,10,L,Col-0*,x,yes,Mellanie Martin,000009,000009,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N128,10,L,Col-0*,_006,yes,Mellanie Martin,000010,000010,no_need,,,training,training,training
20250409,N128,10,L,Col-0*,_007,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N128,10,L,Col-0*,_008,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N128,10,L,id2-3,_005,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N128,10,L,id2-3,_006,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N128,10,L,id2-3,_007,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N128,10,L,id2-3,x,yes,Mellanie Martin,000016,000016,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N128,10,L,id2-3,_008,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N128,10,L,id2-3,_009,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N4,11,L,Col-0*,_010,yes,Mellanie Martin,000001,000001,no_need,,,testing,testing,training
20250409,N4,11,L,Col-0*,_011,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N4,11,L,Col-0*,_012,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N4,11,L,Col-0*,_013,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N4,11,L,Col-0*,_014,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N4,11,L,Col-0*,_015,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N4,11,L,id2-3,_011,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N4,11,L,id2-3,_012,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N4,11,L,id2-3,_013,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N4,11,L,id2-3,_014,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N4,11,L,id2-3,_015,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N4,11,L,id2-3,_016,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N16,12,L,Col-0*,x,yes,Mellanie Martin,000001,000001,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N16,12,L,Col-0*,_013,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N16,12,L,Col-0*,_014,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N16,12,L,Col-0*,_015,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N16,12,L,Col-0*,_016,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N16,12,L,Col-0*,_017,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N16,12,L,id2-3,_012,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N16,12,L,id2-3,_013,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N16,12,L,id2-3,_014,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N16,12,L,id2-3,_015,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N16,12,L,id2-3,x,yes,Mellanie Martin,000017,000017,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N16,12,L,id2-3,_016,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N32,13,L,Col-0*,_012,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N32,13,L,Col-0*,_013,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N32,13,L,Col-0*,_014,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
